when,Placemark_Id
"2012-10-05T20:00:00-07:00",502
"2012-10-05T19:30:00-07:00",503
"2012-10-05T19:30:00-07:00",504
"2012-10-05T19:30:00-07:00",505
"2012-10-05T19:30:00-07:00",506
"2012-10-05T19:30:00-07:00",507
"2012-10-05T19:20:00-07:00",508
"2012-10-05T19:00:00-07:00",509
"2012-10-05T19:00:00-07:00",510
"2012-10-05T19:00:00-07:00",511
"2012-10-05T19:00:00-07:00",512
"2012-10-05T18:44:00-07:00",513
"2012-10-05T18:35:00-07:00",514
"2012-10-05T18:30:00-07:00",515
"2012-10-05T18:14:00-07:00",516
"2012-10-05T18:00:00-07:00",517
"2012-10-05T18:00:00-07:00",518
"2012-10-05T17:51:00-07:00",519
"2012-10-05T17:45:00-07:00",520
"2012-10-05T17:39:00-07:00",521
"2012-10-05T17:39:00-07:00",522
"2012-10-05T17:30:00-07:00",523
"2012-10-05T17:08:00-07:00",524
"2012-10-05T17:08:00-07:00",525
"2012-10-05T17:02:00-07:00",526
"2012-10-05T16:40:00-07:00",527
"2012-10-05T16:30:00-07:00",528
"2012-10-05T16:25:00-07:00",529
"2012-10-05T16:08:00-07:00",530
"2012-10-05T16:08:00-07:00",531
"2012-10-05T16:06:00-07:00",532
"2012-10-05T16:06:00-07:00",533
"2012-10-05T16:06:00-07:00",534
"2012-10-05T16:00:00-07:00",535
"2012-10-05T16:00:00-07:00",536
"2012-10-05T15:54:00-07:00",537
"2012-10-05T15:30:00-07:00",538
"2012-10-05T15:30:00-07:00",539
"2012-10-05T15:30:00-07:00",540
"2012-10-05T15:30:00-07:00",541
"2012-10-05T15:30:00-07:00",542
"2012-10-05T15:15:00-07:00",543
"2012-10-05T15:00:00-07:00",544
"2012-10-05T14:40:00-07:00",545
"2012-10-05T14:39:00-07:00",546
"2012-10-05T14:30:00-07:00",547
"2012-10-05T14:10:00-07:00",548
"2012-10-05T14:00:00-07:00",549
"2012-10-05T13:56:00-07:00",550
"2012-10-05T13:56:00-07:00",551
